original_sample_name,query,class,order,order_read_raw,order_read_index,order_pa,family,family_read_raw,family_read_index,family_pa,genus,genus_read_raw,genus_read_index,genus_pa,LCT,species_read_raw,species_read_index,species_pa
E001,ASV63,NA,Clupeiformes,29565,0.2735852259102924,1,Clupeidae,29565,0.2735852259102924,1,Clupea,29565,0.2745241456341174,1,Clupea pallasii,29565,0.280246342822911,1
E001,ASV64,NA,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Glyptocephalus,0,0,0,Glyptocephalus zachirus,0,0,0
E001,ASV65,NA,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Atheresthes,0,0,0,Atheresthes stomias,0,0,0
E001,ASV67,NA,Scorpaeniformes,2465,0.03426195284472064,1,Sebastidae,2465,0.0421198529448148,1,Sebastes,2465,0.0421198529448148,1,Sebastes entomelas,0,0,0
E001,ASV68,NA,Clupeiformes,29565,0.2735852259102924,1,Clupeidae,29565,0.2735852259102924,1,Clupea,29565,0.2745241456341174,1,Clupea pallasii,29565,0.280246342822911,1
E001,ASV69,NA,Clupeiformes,29565,0.2735852259102924,1,Clupeidae,29565,0.2735852259102924,1,Clupea,29565,0.2745241456341174,1,Clupea pallasii,29565,0.280246342822911,1
E001,ASV72,NA,Clupeiformes,29565,0.2735852259102924,1,Clupeidae,29565,0.2735852259102924,1,Clupea,29565,0.2745241456341174,1,Clupea pallasii,29565,0.280246342822911,1
E001,ASV74,NA,Clupeiformes,29565,0.2735852259102924,1,Clupeidae,29565,0.2735852259102924,1,Clupea,29565,0.2745241456341174,1,Clupea pallasii,29565,0.280246342822911,1
E001,ASV76,NA,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Hippoglossus,0,0,0,Hippoglossus stenolepis,0,0,0
E001,ASV77,NA,Gadiformes,19916,0.2014360936333398,1,Gadidae,16024,0.1725214284906776,1,Gadus,16024,0.1725214284906776,1,Gadus chalcogrammus,15746,0.17920788381496505,1
E001,ASV79,NA,Gadiformes,19916,0.2014360936333398,1,Gadidae,16024,0.1725214284906776,1,Gadus,16024,0.1725214284906776,1,Gadus chalcogrammus,15746,0.17920788381496505,1
E001,ASV80,NA,Gadiformes,19916,0.2014360936333398,1,Gadidae,16024,0.1725214284906776,1,Gadus,16024,0.1725214284906776,1,Gadus chalcogrammus,15746,0.17920788381496505,1
E001,ASV82,NA,Clupeiformes,29565,0.2735852259102924,1,Clupeidae,29565,0.2735852259102924,1,Clupea,29565,0.2745241456341174,1,Clupea pallasii,29565,0.280246342822911,1
E001,ASV83,NA,Salmoniformes,56444,0.5294097830370843,1,Salmonidae,56444,0.5294097830370843,1,Oncorhynchus,56444,0.5294097830370843,1,Oncorhynchus gorbuscha,4120,0.20339381205367194,1
E001,ASV88,NA,Gadiformes,19916,0.2014360936333398,1,Gadidae,16024,0.1725214284906776,1,Gadus,16024,0.1725214284906776,1,Gadus chalcogrammus,15746,0.17920788381496505,1
E001,ASV89,NA,Clupeiformes,29565,0.2735852259102924,1,Clupeidae,29565,0.2735852259102924,1,Clupea,29565,0.2745241456341174,1,Clupea pallasii,29565,0.280246342822911,1
E001,ASV90,NA,Clupeiformes,29565,0.2735852259102924,1,Clupeidae,29565,0.2735852259102924,1,Clupea,29565,0.2745241456341174,1,Clupea pallasii,29565,0.280246342822911,1
E001,ASV91,NA,Scorpaeniformes,2465,0.03426195284472064,1,Cottidae,0,0,0,Oligocottus,0,0,0,Oligocottus maculosus/snyderi,0,0,0
E001,ASV92,NA,Scorpaeniformes,2465,0.03426195284472064,1,Sebastidae,2465,0.0421198529448148,1,Sebastes,2465,0.0421198529448148,1,Sebastes crameri/diploproa,157,0.0028492068867507526,1
E001,ASV94,NA,Scorpaeniformes,2465,0.03426195284472064,1,Agonidae,0,0,0,Odontopyxis,0,0,0,Odontopyxis trispinosa,0,0,0
E001,ASV95,NA,Gadiformes,19916,0.2014360936333398,1,Gadidae,16024,0.1725214284906776,1,Gadus,16024,0.1725214284906776,1,Gadus macrocephalus,278,0.00405163062234199,1
E001,ASV100,NA,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Pleuronectidae1,0,0,0,Pleuronectidae1,0,0,0
E001,ASV101,NA,Salmoniformes,56444,0.5294097830370843,1,Salmonidae,56444,0.5294097830370843,1,Oncorhynchus,56444,0.5294097830370843,1,Oncorhynchus nerka,47309,0.45304058979345224,1
E001,ASV102,NA,Gadiformes,19916,0.2014360936333398,1,Gadidae,16024,0.1725214284906776,1,Gadus,16024,0.1725214284906776,1,Gadus chalcogrammus,15746,0.17920788381496505,1
E001,ASV104,NA,Clupeiformes,29565,0.2735852259102924,1,Clupeidae,29565,0.2735852259102924,1,Clupea,29565,0.2745241456341174,1,Clupea pallasii,29565,0.280246342822911,1
E001,ASV106,NA,Salmoniformes,56444,0.5294097830370843,1,Salmonidae,56444,0.5294097830370843,1,Oncorhynchus,56444,0.5294097830370843,1,Oncorhynchus nerka,47309,0.45304058979345224,1
E001,ASV108,NA,Scorpaeniformes,2465,0.03426195284472064,1,Cottidae,0,0,0,Hemilepidotus,0,0,0,Hemilepidotus hemilepidotus,0,0,0
E001,ASV113,NA,Clupeiformes,29565,0.2735852259102924,1,Clupeidae,29565,0.2735852259102924,1,Clupea,29565,0.2745241456341174,1,Clupea pallasii,29565,0.280246342822911,1
E001,ASV114,NA,Gadiformes,19916,0.2014360936333398,1,Merlucciidae,3892,0.22225447764634854,1,Merluccius,3892,0.22225447764634854,1,Merluccius productus,3892,0.2268871628487632,1
E001,ASV116,NA,Clupeiformes,29565,0.2735852259102924,1,Clupeidae,29565,0.2735852259102924,1,Clupea,29565,0.2745241456341174,1,Clupea pallasii,29565,0.280246342822911,1
E001,ASV119,NA,Osmeriformes,0,0,0,Bathylagidae,0,0,0,Bathylagus,0,0,0,Bathylagus pacificus,0,0,0
E001,ASV121,NA,Gadiformes,19916,0.2014360936333398,1,Gadidae,16024,0.1725214284906776,1,Gadus,16024,0.1725214284906776,1,Gadus macrocephalus,278,0.00405163062234199,1
E001,ASV122,NA,Clupeiformes,29565,0.2735852259102924,1,Clupeidae,29565,0.2735852259102924,1,Clupea,29565,0.2745241456341174,1,Clupea pallasii,29565,0.280246342822911,1
E001,ASV124,NA,Perciformes,4645,0.09665015625000636,1,Zoarcidae,4645,1,1,Lycodapus,4645,1,1,Lycodapus mandibularis,4645,1,1
E001,ASV127,NA,Gadiformes,19916,0.2014360936333398,1,Gadidae,16024,0.1725214284906776,1,Gadus,16024,0.1725214284906776,1,Gadus chalcogrammus,15746,0.17920788381496505,1
E001,ASV129,NA,Clupeiformes,29565,0.2735852259102924,1,Clupeidae,29565,0.2735852259102924,1,Clupea,29565,0.2745241456341174,1,Clupea pallasii,29565,0.280246342822911,1
E001,ASV131,NA,Salmoniformes,56444,0.5294097830370843,1,Salmonidae,56444,0.5294097830370843,1,Oncorhynchus,56444,0.5294097830370843,1,Oncorhynchus nerka,47309,0.45304058979345224,1
E001,ASV132,NA,Gadiformes,19916,0.2014360936333398,1,Gadidae,16024,0.1725214284906776,1,Gadus,16024,0.1725214284906776,1,Gadus chalcogrammus,15746,0.17920788381496505,1
E001,ASV133,NA,Salmoniformes,56444,0.5294097830370843,1,Salmonidae,56444,0.5294097830370843,1,Oncorhynchus,56444,0.5294097830370843,1,Oncorhynchus tshawytscha,5015,0.1619259557760367,1
E001,ASV134,NA,Scorpaeniformes,2465,0.03426195284472064,1,Sebastidae,2465,0.0421198529448148,1,Sebastes,2465,0.0421198529448148,1,NA,2308,NA,NA
E001,ASV136,NA,Clupeiformes,29565,0.2735852259102924,1,Clupeidae,29565,0.2735852259102924,1,Clupea,29565,0.2745241456341174,1,Clupea pallasii,29565,0.280246342822911,1
E001,ASV137,NA,Gadiformes,19916,0.2014360936333398,1,Gadidae,16024,0.1725214284906776,1,Gadus,16024,0.1725214284906776,1,Gadus chalcogrammus,15746,0.17920788381496505,1
E001,ASV139,NA,Salmoniformes,56444,0.5294097830370843,1,Salmonidae,56444,0.5294097830370843,1,Oncorhynchus,56444,0.5294097830370843,1,Oncorhynchus nerka,47309,0.45304058979345224,1
E001,ASV140,NA,Salmoniformes,56444,0.5294097830370843,1,Salmonidae,56444,0.5294097830370843,1,Oncorhynchus,56444,0.5294097830370843,1,Oncorhynchus gorbuscha,4120,0.20339381205367194,1
E001,ASV143,NA,Scorpaeniformes,2465,0.03426195284472064,1,Sebastidae,2465,0.0421198529448148,1,Sebastes,2465,0.0421198529448148,1,Sebastes crameri/diploproa,157,0.0028492068867507526,1
E001,ASV144,NA,Salmoniformes,56444,0.5294097830370843,1,Salmonidae,56444,0.5294097830370843,1,Oncorhynchus,56444,0.5294097830370843,1,Oncorhynchus nerka,47309,0.45304058979345224,1
E001,ASV149,NA,Scorpaeniformes,2465,0.03426195284472064,1,Liparidae,0,0,0,Liparis,0,0,0,Liparis dennyi/fucensis,0,0,0
E001,ASV152,NA,Clupeiformes,29565,0.2735852259102924,1,Clupeidae,29565,0.2735852259102924,1,Clupea,29565,0.2745241456341174,1,Clupea pallasii,29565,0.280246342822911,1
E001,ASV155,NA,Scorpaeniformes,2465,0.03426195284472064,1,Liparidae,0,0,0,Liparis,0,0,0,Liparis dennyi/fucensis,0,0,0
E001,ASV156,NA,Clupeiformes,29565,0.2735852259102924,1,Clupeidae,29565,0.2735852259102924,1,Clupea,29565,0.2745241456341174,1,Clupea pallasii,29565,0.280246342822911,1
E001,ASV157,NA,Clupeiformes,29565,0.2735852259102924,1,Clupeidae,29565,0.2735852259102924,1,Clupea,29565,0.2745241456341174,1,Clupea pallasii,29565,0.280246342822911,1
E001,ASV158,NA,Clupeiformes,29565,0.2735852259102924,1,Clupeidae,29565,0.2735852259102924,1,Clupea,29565,0.2745241456341174,1,Clupea pallasii,29565,0.280246342822911,1
E001,ASV159,NA,Clupeiformes,29565,0.2735852259102924,1,Clupeidae,29565,0.2735852259102924,1,Clupea,29565,0.2745241456341174,1,Clupea pallasii,29565,0.280246342822911,1
E001,ASV160,NA,Clupeiformes,29565,0.2735852259102924,1,Clupeidae,29565,0.2735852259102924,1,Clupea,29565,0.2745241456341174,1,Clupea pallasii,29565,0.280246342822911,1
E001,ASV161,NA,Osmeriformes,0,0,0,Osmeridae,0,0,0,Thaleichthys,0,0,0,Thaleichthys pacificus,0,0,0
E001,ASV163,NA,Gobiesociformes,0,0,0,Gobiesocidae,0,0,0,Gobiesox,0,0,0,Gobiesox maeandricus,0,0,0
E001,ASV164,NA,Gadiformes,19916,0.2014360936333398,1,Gadidae,16024,0.1725214284906776,1,Gadus,16024,0.1725214284906776,1,Gadus chalcogrammus,15746,0.17920788381496505,1
E001,ASV165,NA,Clupeiformes,29565,0.2735852259102924,1,Clupeidae,29565,0.2735852259102924,1,Clupea,29565,0.2745241456341174,1,Clupea pallasii,29565,0.280246342822911,1
E001,ASV166,NA,Gadiformes,19916,0.2014360936333398,1,Merlucciidae,3892,0.22225447764634854,1,Merluccius,3892,0.22225447764634854,1,Merluccius productus,3892,0.2268871628487632,1
E001,ASV167,NA,Salmoniformes,56444,0.5294097830370843,1,Salmonidae,56444,0.5294097830370843,1,Oncorhynchus,56444,0.5294097830370843,1,Oncorhynchus nerka,47309,0.45304058979345224,1
E001,ASV168,NA,Clupeiformes,29565,0.2735852259102924,1,Clupeidae,29565,0.2735852259102924,1,Clupea,29565,0.2745241456341174,1,Clupea pallasii,29565,0.280246342822911,1
E001,ASV169,NA,Clupeiformes,29565,0.2735852259102924,1,Clupeidae,29565,0.2735852259102924,1,Clupea,29565,0.2745241456341174,1,Clupea pallasii,29565,0.280246342822911,1
E001,ASV171,NA,Clupeiformes,29565,0.2735852259102924,1,Clupeidae,29565,0.2735852259102924,1,Clupea,29565,0.2745241456341174,1,Clupea pallasii,29565,0.280246342822911,1
E001,ASV173,NA,Gadiformes,19916,0.2014360936333398,1,Gadidae,16024,0.1725214284906776,1,Gadus,16024,0.1725214284906776,1,Gadus chalcogrammus,15746,0.17920788381496505,1
E001,ASV174,NA,Scorpaeniformes,2465,0.03426195284472064,1,Sebastidae,2465,0.0421198529448148,1,Sebastes,2465,0.0421198529448148,1,NA,2308,NA,NA
E001,ASV175,NA,Clupeiformes,29565,0.2735852259102924,1,Clupeidae,29565,0.2735852259102924,1,Clupea,29565,0.2745241456341174,1,Clupea pallasii,29565,0.280246342822911,1
E001,ASV176,NA,Salmoniformes,56444,0.5294097830370843,1,Salmonidae,56444,0.5294097830370843,1,Oncorhynchus,56444,0.5294097830370843,1,Oncorhynchus nerka,47309,0.45304058979345224,1
E001,ASV177,NA,Gadiformes,19916,0.2014360936333398,1,Gadidae,16024,0.1725214284906776,1,Gadus,16024,0.1725214284906776,1,Gadus chalcogrammus,15746,0.17920788381496505,1
E001,ASV178,NA,Gadiformes,19916,0.2014360936333398,1,Gadidae,16024,0.1725214284906776,1,Gadus,16024,0.1725214284906776,1,Gadus chalcogrammus,15746,0.17920788381496505,1
E001,ASV180,NA,Clupeiformes,29565,0.2735852259102924,1,Clupeidae,29565,0.2735852259102924,1,Clupea,29565,0.2745241456341174,1,Clupea pallasii,29565,0.280246342822911,1
E001,ASV181,NA,Gadiformes,19916,0.2014360936333398,1,Gadidae,16024,0.1725214284906776,1,Gadus,16024,0.1725214284906776,1,Gadus chalcogrammus,15746,0.17920788381496505,1
E001,ASV183,NA,Gadiformes,19916,0.2014360936333398,1,Gadidae,16024,0.1725214284906776,1,Gadus,16024,0.1725214284906776,1,Gadus macrocephalus,278,0.00405163062234199,1
E001,ASV186,NA,Salmoniformes,56444,0.5294097830370843,1,Salmonidae,56444,0.5294097830370843,1,Oncorhynchus,56444,0.5294097830370843,1,Oncorhynchus nerka,47309,0.45304058979345224,1
E001,ASV188,NA,Gadiformes,19916,0.2014360936333398,1,Merlucciidae,3892,0.22225447764634854,1,Merluccius,3892,0.22225447764634854,1,Merluccius productus,3892,0.2268871628487632,1
E001,ASV189,NA,Salmoniformes,56444,0.5294097830370843,1,Salmonidae,56444,0.5294097830370843,1,Oncorhynchus,56444,0.5294097830370843,1,Oncorhynchus gorbuscha,4120,0.20339381205367194,1
E001,ASV190,NA,Clupeiformes,29565,0.2735852259102924,1,Clupeidae,29565,0.2735852259102924,1,Clupea,29565,0.2745241456341174,1,Clupea pallasii,29565,0.280246342822911,1
E001,ASV191,NA,Clupeiformes,29565,0.2735852259102924,1,Clupeidae,29565,0.2735852259102924,1,Clupea,29565,0.2745241456341174,1,Clupea pallasii,29565,0.280246342822911,1
E001,ASV192,NA,Gadiformes,19916,0.2014360936333398,1,Gadidae,16024,0.1725214284906776,1,Gadus,16024,0.1725214284906776,1,Gadus chalcogrammus,15746,0.17920788381496505,1
E001,ASV196,NA,Scorpaeniformes,2465,0.03426195284472064,1,Sebastidae,2465,0.0421198529448148,1,Sebastes,2465,0.0421198529448148,1,NA,2308,NA,NA
E001,ASV197,NA,Clupeiformes,29565,0.2735852259102924,1,Clupeidae,29565,0.2735852259102924,1,Clupea,29565,0.2745241456341174,1,Clupea pallasii,29565,0.280246342822911,1
E001,ASV198,NA,Clupeiformes,29565,0.2735852259102924,1,Clupeidae,29565,0.2735852259102924,1,Clupea,29565,0.2745241456341174,1,Clupea pallasii,29565,0.280246342822911,1
E001,ASV199,NA,Gadiformes,19916,0.2014360936333398,1,Merlucciidae,3892,0.22225447764634854,1,Merluccius,3892,0.22225447764634854,1,Merluccius productus,3892,0.2268871628487632,1
E001,ASV200,NA,Gadiformes,19916,0.2014360936333398,1,Gadidae,16024,0.1725214284906776,1,Gadus,16024,0.1725214284906776,1,Gadus chalcogrammus,15746,0.17920788381496505,1
E001,ASV201,NA,Clupeiformes,29565,0.2735852259102924,1,Clupeidae,29565,0.2735852259102924,1,Clupea,29565,0.2745241456341174,1,Clupea pallasii,29565,0.280246342822911,1
E001,ASV202,NA,Gadiformes,19916,0.2014360936333398,1,Gadidae,16024,0.1725214284906776,1,Gadus,16024,0.1725214284906776,1,Gadus chalcogrammus,15746,0.17920788381496505,1
E001,ASV203,NA,Perciformes,4645,0.09665015625000636,1,Stichaeidae,0,0,0,Xiphister,0,0,0,Xiphister atropurpureus/mucosus,0,0,0
E001,ASV204,NA,Gadiformes,19916,0.2014360936333398,1,Merlucciidae,3892,0.22225447764634854,1,Merluccius,3892,0.22225447764634854,1,Merluccius productus,3892,0.2268871628487632,1
E001,ASV206,NA,Clupeiformes,29565,0.2735852259102924,1,Clupeidae,29565,0.2735852259102924,1,Clupea,29565,0.2745241456341174,1,Clupea pallasii,29565,0.280246342822911,1
E001,ASV207,NA,Clupeiformes,29565,0.2735852259102924,1,Clupeidae,29565,0.2735852259102924,1,Alosa,0,0,0,Alosa sapidissima,0,0,0
E001,ASV208,NA,Osmeriformes,0,0,0,Osmeridae,0,0,0,Mallotus,0,0,0,Mallotus villosus,0,0,0
E001,ASV210,NA,Clupeiformes,29565,0.2735852259102924,1,Clupeidae,29565,0.2735852259102924,1,Clupea,29565,0.2745241456341174,1,Clupea pallasii,29565,0.280246342822911,1
E001,ASV213,NA,Salmoniformes,56444,0.5294097830370843,1,Salmonidae,56444,0.5294097830370843,1,Oncorhynchus,56444,0.5294097830370843,1,Oncorhynchus nerka,47309,0.45304058979345224,1
E001,ASV214,NA,Clupeiformes,29565,0.2735852259102924,1,Clupeidae,29565,0.2735852259102924,1,Clupea,29565,0.2745241456341174,1,Clupea pallasii,29565,0.280246342822911,1
E001,ASV215,NA,Gadiformes,19916,0.2014360936333398,1,Gadidae,16024,0.1725214284906776,1,Gadus,16024,0.1725214284906776,1,Gadus chalcogrammus,15746,0.17920788381496505,1
E001,ASV217,NA,Gadiformes,19916,0.2014360936333398,1,Gadidae,16024,0.1725214284906776,1,Gadus,16024,0.1725214284906776,1,Gadus chalcogrammus,15746,0.17920788381496505,1
E001,ASV218,NA,Scorpaeniformes,2465,0.03426195284472064,1,Sebastidae,2465,0.0421198529448148,1,Sebastes,2465,0.0421198529448148,1,NA,2308,NA,NA
E001,ASV220,NA,Scorpaeniformes,2465,0.03426195284472064,1,Sebastidae,2465,0.0421198529448148,1,Sebastes,2465,0.0421198529448148,1,NA,2308,NA,NA
E001,ASV221,NA,Gadiformes,19916,0.2014360936333398,1,Gadidae,16024,0.1725214284906776,1,Gadus,16024,0.1725214284906776,1,Gadus chalcogrammus,15746,0.17920788381496505,1
E001,ASV222,NA,Gadiformes,19916,0.2014360936333398,1,Merlucciidae,3892,0.22225447764634854,1,Merluccius,3892,0.22225447764634854,1,Merluccius productus,3892,0.2268871628487632,1
