sample_name,query,class,class_read_raw,class_read_index,class_pa,order,order_read_raw,order_read_index,order_pa,family,family_read_raw,family_read_index,family_pa,genus,genus_read_raw,genus_read_index,genus_pa,LCT,species_read_raw,species_read_index,species_pa
E001,ASV156,NA,105459,NA,NA,Clupeiformes,29304,0.3443415449856732,1,Clupeidae,29304,0.3443415449856732,1,Clupea,29304,0.3443415449856732,1,Clupea pallasii,29304,0.3443415449856732,1
E001,ASV157,NA,105459,NA,NA,Clupeiformes,29304,0.3443415449856732,1,Clupeidae,29304,0.3443415449856732,1,Clupea,29304,0.3443415449856732,1,Clupea pallasii,29304,0.3443415449856732,1
E001,ASV158,NA,105459,NA,NA,Clupeiformes,29304,0.3443415449856732,1,Clupeidae,29304,0.3443415449856732,1,Clupea,29304,0.3443415449856732,1,Clupea pallasii,29304,0.3443415449856732,1
E001,ASV16,NA,105459,NA,NA,Scorpaeniformes,157,0.002049231270734752,1,Sebastidae,157,0.002446872757578464,1,Sebastes,157,0.002446872757578464,1,Sebastes mystinus,0,0,0
E001,ASV160,NA,105459,NA,NA,Clupeiformes,29304,0.3443415449856732,1,Clupeidae,29304,0.3443415449856732,1,Clupea,29304,0.3443415449856732,1,Clupea pallasii,29304,0.3443415449856732,1
E001,ASV163,NA,105459,NA,NA,Gobiesociformes,0,0,0,Gobiesocidae,0,0,0,Gobiesox,0,0,0,Gobiesox maeandricus,0,0,0
E001,ASV164,NA,105459,NA,NA,Gadiformes,19554,0.2284469046796895,1,Gadidae,15662,0.18297716176195647,1,Gadus,15662,0.18297716176195647,1,Gadus chalcogrammus,15662,0.18299179569105797,1
E001,ASV165,NA,105459,NA,NA,Clupeiformes,29304,0.3443415449856732,1,Clupeidae,29304,0.3443415449856732,1,Clupea,29304,0.3443415449856732,1,Clupea pallasii,29304,0.3443415449856732,1
E001,ASV166,NA,105459,NA,NA,Gadiformes,19554,0.2284469046796895,1,Merlucciidae,3892,0.20145522342755653,1,Merluccius,3892,0.20145522342755653,1,Merluccius productus,3892,0.20145522342755653,1
E001,ASV168,NA,105459,NA,NA,Clupeiformes,29304,0.3443415449856732,1,Clupeidae,29304,0.3443415449856732,1,Clupea,29304,0.3443415449856732,1,Clupea pallasii,29304,0.3443415449856732,1
E001,ASV169,NA,105459,NA,NA,Clupeiformes,29304,0.3443415449856732,1,Clupeidae,29304,0.3443415449856732,1,Clupea,29304,0.3443415449856732,1,Clupea pallasii,29304,0.3443415449856732,1
E001,ASV17,NA,105459,NA,NA,Scorpaeniformes,157,0.002049231270734752,1,Sebastidae,157,0.002446872757578464,1,Sebastes,157,0.002446872757578464,1,Sebastes crameri/diploproa,157,0.002446872757578464,1
E001,ASV171,NA,105459,NA,NA,Clupeiformes,29304,0.3443415449856732,1,Clupeidae,29304,0.3443415449856732,1,Clupea,29304,0.3443415449856732,1,Clupea pallasii,29304,0.3443415449856732,1
E001,ASV173,NA,105459,NA,NA,Gadiformes,19554,0.2284469046796895,1,Gadidae,15662,0.18297716176195647,1,Gadus,15662,0.18297716176195647,1,Gadus chalcogrammus,15662,0.18299179569105797,1
E001,ASV175,NA,105459,NA,NA,Clupeiformes,29304,0.3443415449856732,1,Clupeidae,29304,0.3443415449856732,1,Clupea,29304,0.3443415449856732,1,Clupea pallasii,29304,0.3443415449856732,1
E001,ASV176,NA,105459,NA,NA,Salmoniformes,56444,0.5663781466491592,1,Salmonidae,56444,0.5663781466491592,1,Oncorhynchus,56444,0.5663781466491592,1,Oncorhynchus nerka,47309,0.4747144734573219,1
E001,ASV177,NA,105459,NA,NA,Gadiformes,19554,0.2284469046796895,1,Gadidae,15662,0.18297716176195647,1,Gadus,15662,0.18297716176195647,1,Gadus chalcogrammus,15662,0.18299179569105797,1
E001,ASV178,NA,105459,NA,NA,Gadiformes,19554,0.2284469046796895,1,Gadidae,15662,0.18297716176195647,1,Gadus,15662,0.18297716176195647,1,Gadus chalcogrammus,15662,0.18299179569105797,1
E001,ASV18,NA,105459,NA,NA,Clupeiformes,29304,0.3443415449856732,1,Clupeidae,29304,0.3443415449856732,1,Clupea,29304,0.3443415449856732,1,Clupea pallasii,29304,0.3443415449856732,1
E001,ASV180,NA,105459,NA,NA,Clupeiformes,29304,0.3443415449856732,1,Clupeidae,29304,0.3443415449856732,1,Clupea,29304,0.3443415449856732,1,Clupea pallasii,29304,0.3443415449856732,1
E001,ASV183,NA,105459,NA,NA,Gadiformes,19554,0.2284469046796895,1,Gadidae,15662,0.18297716176195647,1,Gadus,15662,0.18297716176195647,1,Gadus macrocephalus,0,0,0
E001,ASV186,NA,105459,NA,NA,Salmoniformes,56444,0.5663781466491592,1,Salmonidae,56444,0.5663781466491592,1,Oncorhynchus,56444,0.5663781466491592,1,Oncorhynchus nerka,47309,0.4747144734573219,1
E001,ASV188,NA,105459,NA,NA,Gadiformes,19554,0.2284469046796895,1,Merlucciidae,3892,0.20145522342755653,1,Merluccius,3892,0.20145522342755653,1,Merluccius productus,3892,0.20145522342755653,1
E001,ASV189,NA,105459,NA,NA,Salmoniformes,56444,0.5663781466491592,1,Salmonidae,56444,0.5663781466491592,1,Oncorhynchus,56444,0.5663781466491592,1,Oncorhynchus gorbuscha,4120,0.21291953253940643,1
E001,ASV19,NA,105459,NA,NA,Clupeiformes,29304,0.3443415449856732,1,Clupeidae,29304,0.3443415449856732,1,Clupea,29304,0.3443415449856732,1,Clupea pallasii,29304,0.3443415449856732,1
E001,ASV190,NA,105459,NA,NA,Clupeiformes,29304,0.3443415449856732,1,Clupeidae,29304,0.3443415449856732,1,Clupea,29304,0.3443415449856732,1,Clupea pallasii,29304,0.3443415449856732,1
E001,ASV191,NA,105459,NA,NA,Clupeiformes,29304,0.3443415449856732,1,Clupeidae,29304,0.3443415449856732,1,Clupea,29304,0.3443415449856732,1,Clupea pallasii,29304,0.3443415449856732,1
E001,ASV192,NA,105459,NA,NA,Gadiformes,19554,0.2284469046796895,1,Gadidae,15662,0.18297716176195647,1,Gadus,15662,0.18297716176195647,1,Gadus chalcogrammus,15662,0.18299179569105797,1
E001,ASV197,NA,105459,NA,NA,Clupeiformes,29304,0.3443415449856732,1,Clupeidae,29304,0.3443415449856732,1,Clupea,29304,0.3443415449856732,1,Clupea pallasii,29304,0.3443415449856732,1
E001,ASV198,NA,105459,NA,NA,Clupeiformes,29304,0.3443415449856732,1,Clupeidae,29304,0.3443415449856732,1,Clupea,29304,0.3443415449856732,1,Clupea pallasii,29304,0.3443415449856732,1
E001,ASV199,NA,105459,NA,NA,Gadiformes,19554,0.2284469046796895,1,Merlucciidae,3892,0.20145522342755653,1,Merluccius,3892,0.20145522342755653,1,Merluccius productus,3892,0.20145522342755653,1
E001,ASV2,NA,105459,NA,NA,Gadiformes,19554,0.2284469046796895,1,Gadidae,15662,0.18297716176195647,1,Gadus,15662,0.18297716176195647,1,Gadus chalcogrammus,15662,0.18299179569105797,1
E001,ASV200,NA,105459,NA,NA,Gadiformes,19554,0.2284469046796895,1,Gadidae,15662,0.18297716176195647,1,Gadus,15662,0.18297716176195647,1,Gadus chalcogrammus,15662,0.18299179569105797,1
E001,ASV201,NA,105459,NA,NA,Clupeiformes,29304,0.3443415449856732,1,Clupeidae,29304,0.3443415449856732,1,Clupea,29304,0.3443415449856732,1,Clupea pallasii,29304,0.3443415449856732,1
E001,ASV202,NA,105459,NA,NA,Gadiformes,19554,0.2284469046796895,1,Gadidae,15662,0.18297716176195647,1,Gadus,15662,0.18297716176195647,1,Gadus chalcogrammus,15662,0.18299179569105797,1
E001,ASV203,NA,105459,NA,NA,Perciformes,0,0,0,Stichaeidae,0,0,0,Xiphister,0,0,0,Xiphister atropurpureus/mucosus,0,0,0
E001,ASV204,NA,105459,NA,NA,Gadiformes,19554,0.2284469046796895,1,Merlucciidae,3892,0.20145522342755653,1,Merluccius,3892,0.20145522342755653,1,Merluccius productus,3892,0.20145522342755653,1
E001,ASV206,NA,105459,NA,NA,Clupeiformes,29304,0.3443415449856732,1,Clupeidae,29304,0.3443415449856732,1,Clupea,29304,0.3443415449856732,1,Clupea pallasii,29304,0.3443415449856732,1
E001,ASV207,NA,105459,NA,NA,Clupeiformes,29304,0.3443415449856732,1,Clupeidae,29304,0.3443415449856732,1,Alosa,0,0,0,Alosa sapidissima,0,0,0
E001,ASV208,NA,105459,NA,NA,Osmeriformes,0,0,0,Osmeridae,0,0,0,Mallotus,0,0,0,Mallotus villosus,0,0,0
E001,ASV21,NA,105459,NA,NA,Perciformes,0,0,0,Embiotocidae,0,0,0,Embiotoca,0,0,0,Embiotoca lateralis,0,0,0
E001,ASV210,NA,105459,NA,NA,Clupeiformes,29304,0.3443415449856732,1,Clupeidae,29304,0.3443415449856732,1,Clupea,29304,0.3443415449856732,1,Clupea pallasii,29304,0.3443415449856732,1
E001,ASV213,NA,105459,NA,NA,Salmoniformes,56444,0.5663781466491592,1,Salmonidae,56444,0.5663781466491592,1,Oncorhynchus,56444,0.5663781466491592,1,Oncorhynchus nerka,47309,0.4747144734573219,1
E001,ASV214,NA,105459,NA,NA,Clupeiformes,29304,0.3443415449856732,1,Clupeidae,29304,0.3443415449856732,1,Clupea,29304,0.3443415449856732,1,Clupea pallasii,29304,0.3443415449856732,1
E001,ASV215,NA,105459,NA,NA,Gadiformes,19554,0.2284469046796895,1,Gadidae,15662,0.18297716176195647,1,Gadus,15662,0.18297716176195647,1,Gadus chalcogrammus,15662,0.18299179569105797,1
E001,ASV217,NA,105459,NA,NA,Gadiformes,19554,0.2284469046796895,1,Gadidae,15662,0.18297716176195647,1,Gadus,15662,0.18297716176195647,1,Gadus chalcogrammus,15662,0.18299179569105797,1
E001,ASV22,NA,105459,NA,NA,Perciformes,0,0,0,Pholidae,0,0,0,Pholis,0,0,0,Pholis clemensi,0,0,0
E001,ASV221,NA,105459,NA,NA,Gadiformes,19554,0.2284469046796895,1,Gadidae,15662,0.18297716176195647,1,Gadus,15662,0.18297716176195647,1,Gadus chalcogrammus,15662,0.18299179569105797,1
E001,ASV222,NA,105459,NA,NA,Gadiformes,19554,0.2284469046796895,1,Merlucciidae,3892,0.20145522342755653,1,Merluccius,3892,0.20145522342755653,1,Merluccius productus,3892,0.20145522342755653,1
E001,ASV223,NA,105459,NA,NA,Gadiformes,19554,0.2284469046796895,1,Gadidae,15662,0.18297716176195647,1,Gadus,15662,0.18297716176195647,1,Gadus chalcogrammus,15662,0.18299179569105797,1
E001,ASV224,NA,105459,NA,NA,Clupeiformes,29304,0.3443415449856732,1,Clupeidae,29304,0.3443415449856732,1,Clupea,29304,0.3443415449856732,1,Clupea pallasii,29304,0.3443415449856732,1
E001,ASV225,NA,105459,NA,NA,Gadiformes,19554,0.2284469046796895,1,Gadidae,15662,0.18297716176195647,1,Gadus,15662,0.18297716176195647,1,Gadus chalcogrammus,15662,0.18299179569105797,1
E001,ASV23,NA,105459,NA,NA,Scorpaeniformes,157,0.002049231270734752,1,Sebastidae,157,0.002446872757578464,1,Sebastes,157,0.002446872757578464,1,Sebastes caurinus/maliger,0,0,0
E001,ASV230,NA,105459,NA,NA,Pleuronectiformes,0,0,0,Paralichthyidae,0,0,0,Citharichthys,0,0,0,Citharichthys stigmaeus,0,0,0
E001,ASV231,NA,105459,NA,NA,Clupeiformes,29304,0.3443415449856732,1,Clupeidae,29304,0.3443415449856732,1,Clupea,29304,0.3443415449856732,1,Clupea pallasii,29304,0.3443415449856732,1
E001,ASV232,NA,105459,NA,NA,Gadiformes,19554,0.2284469046796895,1,Gadidae,15662,0.18297716176195647,1,Gadus,15662,0.18297716176195647,1,Gadus chalcogrammus,15662,0.18299179569105797,1
E001,ASV235,NA,105459,NA,NA,Salmoniformes,56444,0.5663781466491592,1,Salmonidae,56444,0.5663781466491592,1,Oncorhynchus,56444,0.5663781466491592,1,Oncorhynchus tshawytscha,5015,0.15409188094288875,1
E001,ASV236,NA,105459,NA,NA,Gadiformes,19554,0.2284469046796895,1,Gadidae,15662,0.18297716176195647,1,Gadus,15662,0.18297716176195647,1,Gadus chalcogrammus,15662,0.18299179569105797,1
E001,ASV237,NA,105459,NA,NA,Gadiformes,19554,0.2284469046796895,1,Gadidae,15662,0.18297716176195647,1,Gadus,15662,0.18297716176195647,1,Gadus chalcogrammus,15662,0.18299179569105797,1
E001,ASV240,NA,105459,NA,NA,Clupeiformes,29304,0.3443415449856732,1,Clupeidae,29304,0.3443415449856732,1,Clupea,29304,0.3443415449856732,1,Clupea pallasii,29304,0.3443415449856732,1
E001,ASV241,NA,105459,NA,NA,Gadiformes,19554,0.2284469046796895,1,Gadidae,15662,0.18297716176195647,1,Gadus,15662,0.18297716176195647,1,Gadus chalcogrammus,15662,0.18299179569105797,1
E001,ASV242,NA,105459,NA,NA,Clupeiformes,29304,0.3443415449856732,1,Clupeidae,29304,0.3443415449856732,1,Clupea,29304,0.3443415449856732,1,Clupea pallasii,29304,0.3443415449856732,1
E001,ASV244,NA,105459,NA,NA,Clupeiformes,29304,0.3443415449856732,1,Engraulidae,0,0,0,Engraulis,0,0,0,Engraulis mordax,0,0,0
E001,ASV245,NA,105459,NA,NA,Clupeiformes,29304,0.3443415449856732,1,Clupeidae,29304,0.3443415449856732,1,Clupea,29304,0.3443415449856732,1,Clupea pallasii,29304,0.3443415449856732,1
E001,ASV247,NA,105459,NA,NA,Clupeiformes,29304,0.3443415449856732,1,Clupeidae,29304,0.3443415449856732,1,Clupea,29304,0.3443415449856732,1,Clupea pallasii,29304,0.3443415449856732,1
E001,ASV249,NA,105459,NA,NA,Salmoniformes,56444,0.5663781466491592,1,Salmonidae,56444,0.5663781466491592,1,Oncorhynchus,56444,0.5663781466491592,1,Oncorhynchus nerka,47309,0.4747144734573219,1
E001,ASV25,NA,105459,NA,NA,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Hippoglossus,0,0,0,Hippoglossus stenolepis,0,0,0
E001,ASV253,NA,105459,NA,NA,Perciformes,0,0,0,Embiotocidae,0,0,0,Embiotoca,0,0,0,Embiotoca lateralis,0,0,0
E001,ASV254,NA,105459,NA,NA,Scorpaeniformes,157,0.002049231270734752,1,Anoplopomatidae,0,0,0,Anoplopoma,0,0,0,Anoplopoma fimbria,0,0,0
E001,ASV257,NA,105459,NA,NA,Clupeiformes,29304,0.3443415449856732,1,Clupeidae,29304,0.3443415449856732,1,Clupea,29304,0.3443415449856732,1,Clupea pallasii,29304,0.3443415449856732,1
E001,ASV258,NA,105459,NA,NA,Gadiformes,19554,0.2284469046796895,1,Gadidae,15662,0.18297716176195647,1,Gadus,15662,0.18297716176195647,1,Gadus chalcogrammus,15662,0.18299179569105797,1
E001,ASV259,NA,105459,NA,NA,Scorpaeniformes,157,0.002049231270734752,1,Anoplopomatidae,0,0,0,Anoplopoma,0,0,0,Anoplopoma fimbria,0,0,0
E001,ASV261,NA,105459,NA,NA,Clupeiformes,29304,0.3443415449856732,1,Clupeidae,29304,0.3443415449856732,1,Clupea,29304,0.3443415449856732,1,Clupea pallasii,29304,0.3443415449856732,1
E001,ASV262,NA,105459,NA,NA,Clupeiformes,29304,0.3443415449856732,1,Clupeidae,29304,0.3443415449856732,1,Clupea,29304,0.3443415449856732,1,Clupea pallasii,29304,0.3443415449856732,1
E001,ASV263,NA,105459,NA,NA,Perciformes,0,0,0,Embiotocidae,0,0,0,Embiotoca,0,0,0,Embiotoca lateralis,0,0,0
E001,ASV264,NA,105459,NA,NA,Clupeiformes,29304,0.3443415449856732,1,Clupeidae,29304,0.3443415449856732,1,Clupea,29304,0.3443415449856732,1,Clupea pallasii,29304,0.3443415449856732,1
E001,ASV265,NA,105459,NA,NA,Clupeiformes,29304,0.3443415449856732,1,Clupeidae,29304,0.3443415449856732,1,Clupea,29304,0.3443415449856732,1,Clupea pallasii,29304,0.3443415449856732,1
E001,ASV27,NA,105459,NA,NA,Gadiformes,19554,0.2284469046796895,1,Gadidae,15662,0.18297716176195647,1,Gadus,15662,0.18297716176195647,1,Gadus chalcogrammus,15662,0.18299179569105797,1
E001,ASV270,NA,105459,NA,NA,Gadiformes,19554,0.2284469046796895,1,Gadidae,15662,0.18297716176195647,1,Gadus,15662,0.18297716176195647,1,Gadus chalcogrammus,15662,0.18299179569105797,1
E001,ASV272,NA,105459,NA,NA,Gadiformes,19554,0.2284469046796895,1,Gadidae,15662,0.18297716176195647,1,Gadus,15662,0.18297716176195647,1,Gadus macrocephalus,0,0,0
E001,ASV273,NA,105459,NA,NA,Clupeiformes,29304,0.3443415449856732,1,Clupeidae,29304,0.3443415449856732,1,Clupea,29304,0.3443415449856732,1,Clupea pallasii,29304,0.3443415449856732,1
E001,ASV275,NA,105459,NA,NA,Gadiformes,19554,0.2284469046796895,1,Gadidae,15662,0.18297716176195647,1,Gadus,15662,0.18297716176195647,1,Gadus chalcogrammus,15662,0.18299179569105797,1
E001,ASV276,NA,105459,NA,NA,Gadiformes,19554,0.2284469046796895,1,Gadidae,15662,0.18297716176195647,1,Gadus,15662,0.18297716176195647,1,Gadus macrocephalus,0,0,0
E001,ASV279,Elasmobranchii,0,NA,NA,Squaliformes,0,0,0,Squalidae,0,0,0,Squalus,0,0,0,Squalus suckleyi,0,0,0
E001,ASV280,NA,105459,NA,NA,Gadiformes,19554,0.2284469046796895,1,Merlucciidae,3892,0.20145522342755653,1,Merluccius,3892,0.20145522342755653,1,Merluccius productus,3892,0.20145522342755653,1
E001,ASV281,NA,105459,NA,NA,Gadiformes,19554,0.2284469046796895,1,Gadidae,15662,0.18297716176195647,1,Gadus,15662,0.18297716176195647,1,Gadus macrocephalus,0,0,0
E001,ASV283,NA,105459,NA,NA,Clupeiformes,29304,0.3443415449856732,1,Clupeidae,29304,0.3443415449856732,1,Clupea,29304,0.3443415449856732,1,Clupea pallasii,29304,0.3443415449856732,1
E001,ASV284,NA,105459,NA,NA,Gadiformes,19554,0.2284469046796895,1,Gadidae,15662,0.18297716176195647,1,Gadus,15662,0.18297716176195647,1,Gadus chalcogrammus,15662,0.18299179569105797,1
E001,ASV285,NA,105459,NA,NA,Clupeiformes,29304,0.3443415449856732,1,Clupeidae,29304,0.3443415449856732,1,Clupea,29304,0.3443415449856732,1,Clupea pallasii,29304,0.3443415449856732,1
E001,ASV286,NA,105459,NA,NA,Clupeiformes,29304,0.3443415449856732,1,Clupeidae,29304,0.3443415449856732,1,Clupea,29304,0.3443415449856732,1,Clupea pallasii,29304,0.3443415449856732,1
E001,ASV29,NA,105459,NA,NA,Scorpaeniformes,157,0.002049231270734752,1,Sebastidae,157,0.002446872757578464,1,Sebastes,157,0.002446872757578464,1,Sebastes entomelas,0,0,0
E001,ASV294,NA,105459,NA,NA,Gadiformes,19554,0.2284469046796895,1,Gadidae,15662,0.18297716176195647,1,Gadus,15662,0.18297716176195647,1,Gadus chalcogrammus,15662,0.18299179569105797,1
E001,ASV295,NA,105459,NA,NA,Gadiformes,19554,0.2284469046796895,1,Gadidae,15662,0.18297716176195647,1,Gadus,15662,0.18297716176195647,1,Gadus chalcogrammus,15662,0.18299179569105797,1
E001,ASV296,NA,105459,NA,NA,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Glyptocephalus,0,0,0,Glyptocephalus zachirus,0,0,0
E001,ASV297,NA,105459,NA,NA,Clupeiformes,29304,0.3443415449856732,1,Clupeidae,29304,0.3443415449856732,1,Clupea,29304,0.3443415449856732,1,Clupea pallasii,29304,0.3443415449856732,1
E001,ASV299,NA,105459,NA,NA,Clupeiformes,29304,0.3443415449856732,1,Clupeidae,29304,0.3443415449856732,1,Clupea,29304,0.3443415449856732,1,Clupea pallasii,29304,0.3443415449856732,1
E001,ASV3,NA,105459,NA,NA,Gadiformes,19554,0.2284469046796895,1,Merlucciidae,3892,0.20145522342755653,1,Merluccius,3892,0.20145522342755653,1,Merluccius productus,3892,0.20145522342755653,1
E001,ASV301,NA,105459,NA,NA,Scorpaeniformes,157,0.002049231270734752,1,Sebastidae,157,0.002446872757578464,1,Sebastes,157,0.002446872757578464,1,Sebastes crameri/diploproa,157,0.002446872757578464,1
E001,ASV303,NA,105459,NA,NA,Gadiformes,19554,0.2284469046796895,1,Gadidae,15662,0.18297716176195647,1,Gadus,15662,0.18297716176195647,1,Gadus chalcogrammus,15662,0.18299179569105797,1
E001,ASV304,NA,105459,NA,NA,Scorpaeniformes,157,0.002049231270734752,1,Anoplopomatidae,0,0,0,Anoplopoma,0,0,0,Anoplopoma fimbria,0,0,0
E001,ASV305,NA,105459,NA,NA,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Hippoglossus,0,0,0,Hippoglossus stenolepis,0,0,0
E001,ASV308,NA,105459,NA,NA,Salmoniformes,56444,0.5663781466491592,1,Salmonidae,56444,0.5663781466491592,1,Oncorhynchus,56444,0.5663781466491592,1,Oncorhynchus gorbuscha,4120,0.21291953253940643,1
E001,ASV309,NA,105459,NA,NA,Osmeriformes,0,0,0,Osmeridae,0,0,0,Thaleichthys,0,0,0,Thaleichthys pacificus,0,0,0
E001,ASV31,NA,105459,NA,NA,Gadiformes,19554,0.2284469046796895,1,Gadidae,15662,0.18297716176195647,1,Gadus,15662,0.18297716176195647,1,Gadus chalcogrammus,15662,0.18299179569105797,1
E001,ASV313,NA,105459,NA,NA,Clupeiformes,29304,0.3443415449856732,1,Clupeidae,29304,0.3443415449856732,1,Clupea,29304,0.3443415449856732,1,Clupea pallasii,29304,0.3443415449856732,1
E001,ASV314,NA,105459,NA,NA,Salmoniformes,56444,0.5663781466491592,1,Salmonidae,56444,0.5663781466491592,1,Oncorhynchus,56444,0.5663781466491592,1,Oncorhynchus keta,0,0,0
