original_sample_name,query,class,class_read_raw,class_read_index,class_pa,order,order_read_raw,order_read_index,order_pa,family,family_read_raw,family_read_index,family_pa,genus,genus_read_raw,genus_read_index,genus_pa,LCT,species_read_raw,species_read_index,species_pa
E001,ASV20,NA,12050,NA,NA,Salmoniformes,5072,0.35849108399421664,1,Salmonidae,5072,0.35849108399421664,1,Oncorhynchus,5072,0.35849108399421664,1,Oncorhynchus gorbuscha,0,0,0
E001,ASV21,NA,12050,NA,NA,Gadiformes,0,0,0,Merlucciidae,0,0,0,Merluccius,0,0,0,Merluccius productus,0,0,0
E001,ASV24,NA,12050,NA,NA,Clupeiformes,256,0.01777037345550465,1,Clupeidae,256,0.01777037345550465,1,Clupea,256,0.01777037345550465,1,Clupea pallasii,256,0.01777037345550465,1
E001,ASV25,NA,12050,NA,NA,Gadiformes,0,0,0,Gadidae,0,0,0,Gadus,0,0,0,Gadus chalcogrammus,0,0,0
E001,ASV262,NA,12050,NA,NA,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Hippoglossoides,0,0,0,Hippoglossoides elassodon,0,0,0
E001,ASV27,NA,12050,NA,NA,Scorpaeniformes,0,0,0,Sebastidae,0,0,0,Sebastes,0,0,0,Sebastes mystinus,0,0,0
E001,ASV271,NA,12050,NA,NA,Clupeiformes,256,0.01777037345550465,1,Clupeidae,256,0.01777037345550465,1,Clupea,256,0.01777037345550465,1,Clupea pallasii,256,0.01777037345550465,1
E001,ASV286,NA,12050,NA,NA,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Glyptocephalus,0,0,0,Glyptocephalus zachirus,0,0,0
E001,ASV297,NA,12050,NA,NA,Clupeiformes,256,0.01777037345550465,1,Clupeidae,256,0.01777037345550465,1,Clupea,256,0.01777037345550465,1,Clupea pallasii,256,0.01777037345550465,1
E001,ASV30,NA,12050,NA,NA,Clupeiformes,256,0.01777037345550465,1,Clupeidae,256,0.01777037345550465,1,Clupea,256,0.01777037345550465,1,Clupea pallasii,256,0.01777037345550465,1
E001,ASV31,NA,12050,NA,NA,Scorpaeniformes,0,0,0,Sebastidae,0,0,0,Sebastes,0,0,0,Sebastes caurinus/maliger,0,0,0
E001,ASV33,NA,12050,NA,NA,Gadiformes,0,0,0,Gadidae,0,0,0,Gadus,0,0,0,Gadus chalcogrammus,0,0,0
E001,ASV34,Elasmobranchii,2356,1,1,Squaliformes,2356,0.293535258413081,1,Squalidae,2356,0.293535258413081,1,Squalus,2356,0.293535258413081,1,Squalus suckleyi,2356,0.293535258413081,1
E001,ASV39,NA,12050,NA,NA,Perciformes,0,0,0,Stichaeidae,0,0,0,Phytichthys,0,0,0,Phytichthys chirus,0,0,0
E001,ASV4,NA,12050,NA,NA,Gadiformes,0,0,0,Gadidae,0,0,0,Gadus,0,0,0,Gadus chalcogrammus,0,0,0
E001,ASV41,NA,12050,NA,NA,Clupeiformes,256,0.01777037345550465,1,Clupeidae,256,0.01777037345550465,1,Clupea,256,0.01777037345550465,1,Clupea pallasii,256,0.01777037345550465,1
E001,ASV45,NA,12050,NA,NA,Scorpaeniformes,0,0,0,Sebastidae,0,0,0,Sebastes,0,0,0,Sebastes crameri,0,0,0
E001,ASV46,NA,12050,NA,NA,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Glyptocephalus,0,0,0,Glyptocephalus zachirus,0,0,0
E001,ASV47,Elasmobranchii,2356,1,1,Squaliformes,2356,0.293535258413081,1,Squalidae,2356,0.293535258413081,1,Squalus,2356,0.293535258413081,1,Squalus suckleyi,2356,0.293535258413081,1
E001,ASV5,NA,12050,NA,NA,Osmeriformes,6722,0.4666111342496182,1,Osmeridae,6722,0.4666111342496182,1,Thaleichthys,6722,0.4666111342496182,1,Thaleichthys pacificus,6722,0.4666111342496182,1
E001,ASV50,NA,12050,NA,NA,Salmoniformes,5072,0.35849108399421664,1,Salmonidae,5072,0.35849108399421664,1,Oncorhynchus,5072,0.35849108399421664,1,Oncorhynchus gorbuscha,0,0,0
E001,ASV513,NA,12050,NA,NA,Clupeiformes,256,0.01777037345550465,1,Clupeidae,256,0.01777037345550465,1,Clupea,256,0.01777037345550465,1,Clupea pallasii,256,0.01777037345550465,1
E001,ASV52,NA,12050,NA,NA,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Microstomus,0,0,0,Microstomus pacificus,0,0,0
E001,ASV534,Elasmobranchii,2356,1,1,Squaliformes,2356,0.293535258413081,1,Squalidae,2356,0.293535258413081,1,Squalus,2356,0.293535258413081,1,Squalus suckleyi,2356,0.293535258413081,1
E001,ASV58,NA,12050,NA,NA,Clupeiformes,256,0.01777037345550465,1,Clupeidae,256,0.01777037345550465,1,Clupea,256,0.01777037345550465,1,Clupea pallasii,256,0.01777037345550465,1
E001,ASV6,NA,12050,NA,NA,Scorpaeniformes,0,0,0,Anoplopomatidae,0,0,0,Anoplopoma,0,0,0,Anoplopoma fimbria,0,0,0
E001,ASV616,NA,12050,NA,NA,Osmeriformes,6722,0.4666111342496182,1,Osmeridae,6722,0.4666111342496182,1,Thaleichthys,6722,0.4666111342496182,1,Thaleichthys pacificus,6722,0.4666111342496182,1
E001,ASV62,NA,12050,NA,NA,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Eopsetta,0,0,0,Eopsetta jordani,0,0,0
E001,ASV633,NA,12050,NA,NA,Clupeiformes,256,0.01777037345550465,1,Clupeidae,256,0.01777037345550465,1,Clupea,256,0.01777037345550465,1,Clupea pallasii,256,0.01777037345550465,1
E001,ASV67,NA,12050,NA,NA,Scorpaeniformes,0,0,0,Hexagrammidae,0,0,0,Hexagrammos,0,0,0,Hexagrammos decagrammus,0,0,0
E001,ASV68,NA,12050,NA,NA,Scorpaeniformes,0,0,0,Anoplopomatidae,0,0,0,Anoplopoma,0,0,0,Anoplopoma fimbria,0,0,0
E001,ASV7,NA,12050,NA,NA,Gadiformes,0,0,0,Merlucciidae,0,0,0,Merluccius,0,0,0,Merluccius productus,0,0,0
E001,ASV70,NA,12050,NA,NA,Perciformes,0,0,0,Stichaeidae,0,0,0,Leptoclinus,0,0,0,Leptoclinus maculatus,0,0,0
E001,ASV719,NA,12050,NA,NA,Salmoniformes,5072,0.35849108399421664,1,Salmonidae,5072,0.35849108399421664,1,Oncorhynchus,5072,0.35849108399421664,1,Oncorhynchus keta,0,0,0
E001,ASV72,NA,12050,NA,NA,Gadiformes,0,0,0,Gadidae,0,0,0,Gadus,0,0,0,Gadus chalcogrammus,0,0,0
E001,ASV75,Elasmobranchii,2356,1,1,Squaliformes,2356,0.293535258413081,1,Squalidae,2356,0.293535258413081,1,Squalus,2356,0.293535258413081,1,Squalus suckleyi,2356,0.293535258413081,1
E001,ASV8,NA,12050,NA,NA,Clupeiformes,256,0.01777037345550465,1,Clupeidae,256,0.01777037345550465,1,Clupea,256,0.01777037345550465,1,Clupea pallasii,256,0.01777037345550465,1
E001,ASV84,NA,12050,NA,NA,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Reinhardtius,0,0,0,Reinhardtius hippoglossoides,0,0,0
E001,ASV9,Elasmobranchii,2356,1,1,Squaliformes,2356,0.293535258413081,1,Squalidae,2356,0.293535258413081,1,Squalus,2356,0.293535258413081,1,Squalus suckleyi,2356,0.293535258413081,1
E001,ASV91,Elasmobranchii,2356,1,1,Rajiformes,0,0,0,Rajidae,0,0,0,Beringraja,0,0,0,Beringraja binoculata,0,0,0
E001,ASV97,NA,12050,NA,NA,Scorpaeniformes,0,0,0,Anoplopomatidae,0,0,0,Anoplopoma,0,0,0,Anoplopoma fimbria,0,0,0
E002,ASV1,NA,23193,NA,NA,Clupeiformes,9892,0.4181956540120064,1,Clupeidae,9892,0.4181956540120064,1,Clupea,9892,0.4181956540120064,1,Clupea pallasii,9892,0.4181956540120064,1
E002,ASV10,NA,23193,NA,NA,Salmoniformes,13301,0.5725616099639873,1,Salmonidae,13301,0.5725616099639873,1,Oncorhynchus,13301,0.5725616099639873,1,Oncorhynchus nerka,7570,0.3450347801402957,1
E002,ASV11,NA,23193,NA,NA,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Glyptocephalus,0,0,0,Glyptocephalus zachirus,0,0,0
E002,ASV12,NA,23193,NA,NA,Salmoniformes,13301,0.5725616099639873,1,Salmonidae,13301,0.5725616099639873,1,Oncorhynchus,13301,0.5725616099639873,1,Oncorhynchus kisutch,5731,0.6881608815470349,1
E002,ASV122,NA,23193,NA,NA,Clupeiformes,9892,0.4181956540120064,1,Clupeidae,9892,0.4181956540120064,1,Clupea,9892,0.4181956540120064,1,Clupea pallasii,9892,0.4181956540120064,1
E002,ASV13,NA,23193,NA,NA,Salmoniformes,13301,0.5725616099639873,1,Salmonidae,13301,0.5725616099639873,1,Oncorhynchus,13301,0.5725616099639873,1,Oncorhynchus nerka,7570,0.3450347801402957,1
E002,ASV135,NA,23193,NA,NA,Perciformes,0,0,0,Stichaeidae,0,0,0,Phytichthys,0,0,0,Phytichthys chirus,0,0,0
E002,ASV137,NA,23193,NA,NA,Clupeiformes,9892,0.4181956540120064,1,Clupeidae,9892,0.4181956540120064,1,Alosa,0,0,0,Alosa sapidissima,0,0,0
E002,ASV14,NA,23193,NA,NA,Scorpaeniformes,0,0,0,Sebastidae,0,0,0,Sebastes,0,0,0,NA,0,NA,NA
E002,ASV155,Elasmobranchii,461,1,1,Squaliformes,461,0.03498039682255214,1,Squalidae,461,0.03498039682255214,1,Squalus,461,0.03498039682255214,1,Squalus suckleyi,461,0.03498039682255214,1
E002,ASV163,NA,23193,NA,NA,Osmeriformes,0,0,0,Osmeridae,0,0,0,Thaleichthys,0,0,0,Thaleichthys pacificus,0,0,0
E002,ASV177,Elasmobranchii,461,1,1,Squaliformes,461,0.03498039682255214,1,Squalidae,461,0.03498039682255214,1,Squalus,461,0.03498039682255214,1,Squalus suckleyi,461,0.03498039682255214,1
E002,ASV191,NA,23193,NA,NA,Clupeiformes,9892,0.4181956540120064,1,Clupeidae,9892,0.4181956540120064,1,Clupea,9892,0.4181956540120064,1,Clupea pallasii,9892,0.4181956540120064,1
E002,ASV2,Elasmobranchii,461,1,1,Squaliformes,461,0.03498039682255214,1,Squalidae,461,0.03498039682255214,1,Squalus,461,0.03498039682255214,1,Squalus suckleyi,461,0.03498039682255214,1
E002,ASV20,NA,23193,NA,NA,Salmoniformes,13301,0.5725616099639873,1,Salmonidae,13301,0.5725616099639873,1,Oncorhynchus,13301,0.5725616099639873,1,Oncorhynchus gorbuscha,0,0,0
E002,ASV21,NA,23193,NA,NA,Gadiformes,0,0,0,Merlucciidae,0,0,0,Merluccius,0,0,0,Merluccius productus,0,0,0
E002,ASV24,NA,23193,NA,NA,Clupeiformes,9892,0.4181956540120064,1,Clupeidae,9892,0.4181956540120064,1,Clupea,9892,0.4181956540120064,1,Clupea pallasii,9892,0.4181956540120064,1
E002,ASV25,NA,23193,NA,NA,Gadiformes,0,0,0,Gadidae,0,0,0,Gadus,0,0,0,Gadus chalcogrammus,0,0,0
E002,ASV262,NA,23193,NA,NA,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Hippoglossoides,0,0,0,Hippoglossoides elassodon,0,0,0
E002,ASV27,NA,23193,NA,NA,Scorpaeniformes,0,0,0,Sebastidae,0,0,0,Sebastes,0,0,0,Sebastes mystinus,0,0,0
E002,ASV271,NA,23193,NA,NA,Clupeiformes,9892,0.4181956540120064,1,Clupeidae,9892,0.4181956540120064,1,Clupea,9892,0.4181956540120064,1,Clupea pallasii,9892,0.4181956540120064,1
E002,ASV286,NA,23193,NA,NA,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Glyptocephalus,0,0,0,Glyptocephalus zachirus,0,0,0
E002,ASV297,NA,23193,NA,NA,Clupeiformes,9892,0.4181956540120064,1,Clupeidae,9892,0.4181956540120064,1,Clupea,9892,0.4181956540120064,1,Clupea pallasii,9892,0.4181956540120064,1
E002,ASV30,NA,23193,NA,NA,Clupeiformes,9892,0.4181956540120064,1,Clupeidae,9892,0.4181956540120064,1,Clupea,9892,0.4181956540120064,1,Clupea pallasii,9892,0.4181956540120064,1
E002,ASV31,NA,23193,NA,NA,Scorpaeniformes,0,0,0,Sebastidae,0,0,0,Sebastes,0,0,0,Sebastes caurinus/maliger,0,0,0
E002,ASV33,NA,23193,NA,NA,Gadiformes,0,0,0,Gadidae,0,0,0,Gadus,0,0,0,Gadus chalcogrammus,0,0,0
E002,ASV34,Elasmobranchii,461,1,1,Squaliformes,461,0.03498039682255214,1,Squalidae,461,0.03498039682255214,1,Squalus,461,0.03498039682255214,1,Squalus suckleyi,461,0.03498039682255214,1
E002,ASV39,NA,23193,NA,NA,Perciformes,0,0,0,Stichaeidae,0,0,0,Phytichthys,0,0,0,Phytichthys chirus,0,0,0
E002,ASV4,NA,23193,NA,NA,Gadiformes,0,0,0,Gadidae,0,0,0,Gadus,0,0,0,Gadus chalcogrammus,0,0,0
E002,ASV41,NA,23193,NA,NA,Clupeiformes,9892,0.4181956540120064,1,Clupeidae,9892,0.4181956540120064,1,Clupea,9892,0.4181956540120064,1,Clupea pallasii,9892,0.4181956540120064,1
E002,ASV45,NA,23193,NA,NA,Scorpaeniformes,0,0,0,Sebastidae,0,0,0,Sebastes,0,0,0,Sebastes crameri,0,0,0
E002,ASV46,NA,23193,NA,NA,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Glyptocephalus,0,0,0,Glyptocephalus zachirus,0,0,0
E002,ASV47,Elasmobranchii,461,1,1,Squaliformes,461,0.03498039682255214,1,Squalidae,461,0.03498039682255214,1,Squalus,461,0.03498039682255214,1,Squalus suckleyi,461,0.03498039682255214,1
E002,ASV5,NA,23193,NA,NA,Osmeriformes,0,0,0,Osmeridae,0,0,0,Thaleichthys,0,0,0,Thaleichthys pacificus,0,0,0
E002,ASV50,NA,23193,NA,NA,Salmoniformes,13301,0.5725616099639873,1,Salmonidae,13301,0.5725616099639873,1,Oncorhynchus,13301,0.5725616099639873,1,Oncorhynchus gorbuscha,0,0,0
E002,ASV513,NA,23193,NA,NA,Clupeiformes,9892,0.4181956540120064,1,Clupeidae,9892,0.4181956540120064,1,Clupea,9892,0.4181956540120064,1,Clupea pallasii,9892,0.4181956540120064,1
E002,ASV52,NA,23193,NA,NA,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Microstomus,0,0,0,Microstomus pacificus,0,0,0
E002,ASV534,Elasmobranchii,461,1,1,Squaliformes,461,0.03498039682255214,1,Squalidae,461,0.03498039682255214,1,Squalus,461,0.03498039682255214,1,Squalus suckleyi,461,0.03498039682255214,1
E002,ASV58,NA,23193,NA,NA,Clupeiformes,9892,0.4181956540120064,1,Clupeidae,9892,0.4181956540120064,1,Clupea,9892,0.4181956540120064,1,Clupea pallasii,9892,0.4181956540120064,1
E002,ASV6,NA,23193,NA,NA,Scorpaeniformes,0,0,0,Anoplopomatidae,0,0,0,Anoplopoma,0,0,0,Anoplopoma fimbria,0,0,0
E002,ASV616,NA,23193,NA,NA,Osmeriformes,0,0,0,Osmeridae,0,0,0,Thaleichthys,0,0,0,Thaleichthys pacificus,0,0,0
E002,ASV62,NA,23193,NA,NA,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Eopsetta,0,0,0,Eopsetta jordani,0,0,0
E002,ASV633,NA,23193,NA,NA,Clupeiformes,9892,0.4181956540120064,1,Clupeidae,9892,0.4181956540120064,1,Clupea,9892,0.4181956540120064,1,Clupea pallasii,9892,0.4181956540120064,1
E002,ASV67,NA,23193,NA,NA,Scorpaeniformes,0,0,0,Hexagrammidae,0,0,0,Hexagrammos,0,0,0,Hexagrammos decagrammus,0,0,0
E002,ASV68,NA,23193,NA,NA,Scorpaeniformes,0,0,0,Anoplopomatidae,0,0,0,Anoplopoma,0,0,0,Anoplopoma fimbria,0,0,0
E002,ASV7,NA,23193,NA,NA,Gadiformes,0,0,0,Merlucciidae,0,0,0,Merluccius,0,0,0,Merluccius productus,0,0,0
E002,ASV70,NA,23193,NA,NA,Perciformes,0,0,0,Stichaeidae,0,0,0,Leptoclinus,0,0,0,Leptoclinus maculatus,0,0,0
E002,ASV719,NA,23193,NA,NA,Salmoniformes,13301,0.5725616099639873,1,Salmonidae,13301,0.5725616099639873,1,Oncorhynchus,13301,0.5725616099639873,1,Oncorhynchus keta,0,0,0
E002,ASV72,NA,23193,NA,NA,Gadiformes,0,0,0,Gadidae,0,0,0,Gadus,0,0,0,Gadus chalcogrammus,0,0,0
E002,ASV75,Elasmobranchii,461,1,1,Squaliformes,461,0.03498039682255214,1,Squalidae,461,0.03498039682255214,1,Squalus,461,0.03498039682255214,1,Squalus suckleyi,461,0.03498039682255214,1
E002,ASV8,NA,23193,NA,NA,Clupeiformes,9892,0.4181956540120064,1,Clupeidae,9892,0.4181956540120064,1,Clupea,9892,0.4181956540120064,1,Clupea pallasii,9892,0.4181956540120064,1
E002,ASV84,NA,23193,NA,NA,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Reinhardtius,0,0,0,Reinhardtius hippoglossoides,0,0,0
E002,ASV9,Elasmobranchii,461,1,1,Squaliformes,461,0.03498039682255214,1,Squalidae,461,0.03498039682255214,1,Squalus,461,0.03498039682255214,1,Squalus suckleyi,461,0.03498039682255214,1
E002,ASV91,Elasmobranchii,461,1,1,Rajiformes,0,0,0,Rajidae,0,0,0,Beringraja,0,0,0,Beringraja binoculata,0,0,0
E002,ASV97,NA,23193,NA,NA,Scorpaeniformes,0,0,0,Anoplopomatidae,0,0,0,Anoplopoma,0,0,0,Anoplopoma fimbria,0,0,0
E003,ASV1,NA,26060,NA,NA,Clupeiformes,19077,0.7238474672737621,1,Clupeidae,19077,0.7238474672737621,1,Clupea,19077,0.7238474672737621,1,Clupea pallasii,19077,0.9847718356390667,1
E003,ASV10,NA,26060,NA,NA,Salmoniformes,0,0,0,Salmonidae,0,0,0,Oncorhynchus,0,0,0,Oncorhynchus nerka,0,0,0
E003,ASV11,NA,26060,NA,NA,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Glyptocephalus,0,0,0,Glyptocephalus zachirus,0,0,0
E003,ASV12,NA,26060,NA,NA,Salmoniformes,0,0,0,Salmonidae,0,0,0,Oncorhynchus,0,0,0,Oncorhynchus kisutch,0,0,0
E003,ASV122,NA,26060,NA,NA,Clupeiformes,19077,0.7238474672737621,1,Clupeidae,19077,0.7238474672737621,1,Clupea,19077,0.7238474672737621,1,Clupea pallasii,19077,0.9847718356390667,1
E003,ASV13,NA,26060,NA,NA,Salmoniformes,0,0,0,Salmonidae,0,0,0,Oncorhynchus,0,0,0,Oncorhynchus nerka,0,0,0
E003,ASV135,NA,26060,NA,NA,Perciformes,0,0,0,Stichaeidae,0,0,0,Phytichthys,0,0,0,Phytichthys chirus,0,0,0
E003,ASV137,NA,26060,NA,NA,Clupeiformes,19077,0.7238474672737621,1,Clupeidae,19077,0.7238474672737621,1,Alosa,0,0,0,Alosa sapidissima,0,0,0
E003,ASV14,NA,26060,NA,NA,Scorpaeniformes,6983,0.45307314505784346,1,Sebastidae,6983,1,1,Sebastes,6983,1,1,NA,6983,NA,NA
E003,ASV155,Elasmobranchii,295,1,1,Squaliformes,295,0.020090344985103793,1,Squalidae,295,0.020090344985103793,1,Squalus,295,0.020090344985103793,1,Squalus suckleyi,295,0.02733228588077692,1
E003,ASV163,NA,26060,NA,NA,Osmeriformes,0,0,0,Osmeridae,0,0,0,Thaleichthys,0,0,0,Thaleichthys pacificus,0,0,0
E003,ASV177,Elasmobranchii,295,1,1,Squaliformes,295,0.020090344985103793,1,Squalidae,295,0.020090344985103793,1,Squalus,295,0.020090344985103793,1,Squalus suckleyi,295,0.02733228588077692,1
E003,ASV191,NA,26060,NA,NA,Clupeiformes,19077,0.7238474672737621,1,Clupeidae,19077,0.7238474672737621,1,Clupea,19077,0.7238474672737621,1,Clupea pallasii,19077,0.9847718356390667,1
E003,ASV2,Elasmobranchii,295,1,1,Squaliformes,295,0.020090344985103793,1,Squalidae,295,0.020090344985103793,1,Squalus,295,0.020090344985103793,1,Squalus suckleyi,295,0.02733228588077692,1
E003,ASV20,NA,26060,NA,NA,Salmoniformes,0,0,0,Salmonidae,0,0,0,Oncorhynchus,0,0,0,Oncorhynchus gorbuscha,0,0,0
E003,ASV21,NA,26060,NA,NA,Gadiformes,0,0,0,Merlucciidae,0,0,0,Merluccius,0,0,0,Merluccius productus,0,0,0
E003,ASV24,NA,26060,NA,NA,Clupeiformes,19077,0.7238474672737621,1,Clupeidae,19077,0.7238474672737621,1,Clupea,19077,0.7238474672737621,1,Clupea pallasii,19077,0.9847718356390667,1
E003,ASV25,NA,26060,NA,NA,Gadiformes,0,0,0,Gadidae,0,0,0,Gadus,0,0,0,Gadus chalcogrammus,0,0,0
E003,ASV262,NA,26060,NA,NA,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Hippoglossoides,0,0,0,Hippoglossoides elassodon,0,0,0
E003,ASV27,NA,26060,NA,NA,Scorpaeniformes,6983,0.45307314505784346,1,Sebastidae,6983,1,1,Sebastes,6983,1,1,Sebastes mystinus,0,0,0
E003,ASV271,NA,26060,NA,NA,Clupeiformes,19077,0.7238474672737621,1,Clupeidae,19077,0.7238474672737621,1,Clupea,19077,0.7238474672737621,1,Clupea pallasii,19077,0.9847718356390667,1
E003,ASV286,NA,26060,NA,NA,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Glyptocephalus,0,0,0,Glyptocephalus zachirus,0,0,0
E003,ASV297,NA,26060,NA,NA,Clupeiformes,19077,0.7238474672737621,1,Clupeidae,19077,0.7238474672737621,1,Clupea,19077,0.7238474672737621,1,Clupea pallasii,19077,0.9847718356390667,1
E003,ASV30,NA,26060,NA,NA,Clupeiformes,19077,0.7238474672737621,1,Clupeidae,19077,0.7238474672737621,1,Clupea,19077,0.7238474672737621,1,Clupea pallasii,19077,0.9847718356390667,1
E003,ASV31,NA,26060,NA,NA,Scorpaeniformes,6983,0.45307314505784346,1,Sebastidae,6983,1,1,Sebastes,6983,1,1,Sebastes caurinus/maliger,0,0,0
E003,ASV33,NA,26060,NA,NA,Gadiformes,0,0,0,Gadidae,0,0,0,Gadus,0,0,0,Gadus chalcogrammus,0,0,0
E003,ASV34,Elasmobranchii,295,1,1,Squaliformes,295,0.020090344985103793,1,Squalidae,295,0.020090344985103793,1,Squalus,295,0.020090344985103793,1,Squalus suckleyi,295,0.02733228588077692,1
E003,ASV39,NA,26060,NA,NA,Perciformes,0,0,0,Stichaeidae,0,0,0,Phytichthys,0,0,0,Phytichthys chirus,0,0,0
E003,ASV4,NA,26060,NA,NA,Gadiformes,0,0,0,Gadidae,0,0,0,Gadus,0,0,0,Gadus chalcogrammus,0,0,0
E003,ASV41,NA,26060,NA,NA,Clupeiformes,19077,0.7238474672737621,1,Clupeidae,19077,0.7238474672737621,1,Clupea,19077,0.7238474672737621,1,Clupea pallasii,19077,0.9847718356390667,1
E003,ASV45,NA,26060,NA,NA,Scorpaeniformes,6983,0.45307314505784346,1,Sebastidae,6983,1,1,Sebastes,6983,1,1,Sebastes crameri,0,0,0
E003,ASV46,NA,26060,NA,NA,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Glyptocephalus,0,0,0,Glyptocephalus zachirus,0,0,0
E003,ASV47,Elasmobranchii,295,1,1,Squaliformes,295,0.020090344985103793,1,Squalidae,295,0.020090344985103793,1,Squalus,295,0.020090344985103793,1,Squalus suckleyi,295,0.02733228588077692,1
E003,ASV5,NA,26060,NA,NA,Osmeriformes,0,0,0,Osmeridae,0,0,0,Thaleichthys,0,0,0,Thaleichthys pacificus,0,0,0
E003,ASV50,NA,26060,NA,NA,Salmoniformes,0,0,0,Salmonidae,0,0,0,Oncorhynchus,0,0,0,Oncorhynchus gorbuscha,0,0,0
E003,ASV513,NA,26060,NA,NA,Clupeiformes,19077,0.7238474672737621,1,Clupeidae,19077,0.7238474672737621,1,Clupea,19077,0.7238474672737621,1,Clupea pallasii,19077,0.9847718356390667,1
E003,ASV52,NA,26060,NA,NA,Pleuronectiformes,0,0,0,Pleuronectidae,0,0,0,Microstomus,0,0,0,Microstomus pacificus,0,0,0
E003,ASV534,Elasmobranchii,295,1,1,Squaliformes,295,0.020090344985103793,1,Squalidae,295,0.020090344985103793,1,Squalus,295,0.020090344985103793,1,Squalus suckleyi,295,0.02733228588077692,1
E003,ASV58,NA,26060,NA,NA,Clupeiformes,19077,0.7238474672737621,1,Clupeidae,19077,0.7238474672737621,1,Clupea,19077,0.7238474672737621,1,Clupea pallasii,19077,0.9847718356390667,1
E003,ASV6,NA,26060,NA,NA,Scorpaeniformes,6983,0.45307314505784346,1,Anoplopomatidae,0,0,0,Anoplopoma,0,0,0,Anoplopoma fimbria,0,0,0
